student_id,course,gender,region,highest_education,age_band,num_prev_attempts,studied_credits,disability,final_result
101652,AAA,M,East Anglian Region,HE Qualification,35-55,0,60,N,Pass
101653,CCC,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
101654,AAA,M,East Anglian Region,Lower Than A Level,0-35,1,120,N,Pass
101655,BBB,M,South West Region,Lower Than A Level,35-55,0,60,N,Pass
101656,EEE,F,East Anglian Region,HE Qualification,0-35,0,120,N,Fail
101657,EEE,F,Wales,HE Qualification,0-35,0,90,Y,Distinction
101658,EEE,F,London Region,A Level or Equivalent,35-55,0,120,N,Distinction
101659,BBB,F,East Anglian Region,A Level or Equivalent,0-35,1,120,N,Pass
101660,DDD,F,South West Region,Lower Than A Level,0-35,0,120,N,Pass
101661,DDD,M,Scotland,HE Qualification,55<=,0,90,N,Distinction
101662,AAA,M,Wales,Post Graduate Qualification,0-35,1,90,N,Withdrawn
101663,CCC,F,Wales,HE Qualification,0-35,0,60,N,Distinction
101664,CCC,F,London Region,Lower Than A Level,35-55,0,90,N,Pass
101665,BBB,M,North Region,A Level or Equivalent,0-35,1,90,N,Distinction
101666,DDD,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
101667,DDD,M,Ireland,Lower Than A Level,35-55,1,90,N,Withdrawn
101668,CCC,M,North Region,Lower Than A Level,0-35,0,60,N,Fail
101669,DDD,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
101670,DDD,M,Ireland,Lower Than A Level,55<=,0,60,N,Distinction
101671,CCC,M,South Region,HE Qualification,35-55,0,60,N,Distinction
101672,BBB,F,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
101673,DDD,F,London Region,HE Qualification,0-35,0,120,N,Distinction
101674,DDD,F,South Region,No Formal quals,0-35,0,90,N,Withdrawn
101675,EEE,M,East Anglian Region,A Level or Equivalent,35-55,0,120,N,Distinction
101676,AAA,F,North Region,A Level or Equivalent,35-55,0,150,Y,Pass
101677,CCC,F,Ireland,HE Qualification,0-35,0,60,N,Pass
101678,EEE,M,Ireland,Lower Than A Level,35-55,0,90,N,Distinction
101679,CCC,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
101680,EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Fail
101681,AAA,F,East Anglian Region,HE Qualification,0-35,0,60,N,Distinction
101682,AAA,F,Wales,HE Qualification,0-35,0,60,N,Withdrawn
101683,DDD,F,Ireland,HE Qualification,35-55,0,60,N,Distinction
101684,BBB,F,London Region,HE Qualification,0-35,0,90,N,Fail
101685,CCC,F,East Anglian Region,A Level or Equivalent,35-55,1,60,N,Withdrawn
101686,CCC,M,South Region,HE Qualification,55<=,0,60,N,Distinction
101687,CCC,F,North Region,No Formal quals,0-35,2,120,N,Withdrawn
101688,EEE,M,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
101689,AAA,F,Wales,Post Graduate Qualification,35-55,0,90,N,Distinction
101690,DDD,F,South West Region,No Formal quals,0-35,0,90,N,Pass
101691,EEE,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass
101692,DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Pass
101693,BBB,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
101694,AAA,F,London Region,HE Qualification,35-55,0,150,N,Distinction
101695,DDD,F,Scotland,Lower Than A Level,0-35,0,90,N,Withdrawn
101696,CCC,F,Wales,A Level or Equivalent,0-35,0,60,N,Distinction
101697,AAA,M,South Region,A Level or Equivalent,0-35,0,120,N,Distinction
101698,BBB,M,Scotland,No Formal quals,35-55,0,60,N,Distinction
101699,EEE,M,Ireland,HE Qualification,35-55,1,60,N,Distinction
101700,BBB,F,North Region,HE Qualification,0-35,0,60,Y,Distinction
101701,AAA,M,Ireland,A Level or Equivalent,0-35,0,120,Y,Pass
101702,DDD,F,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
101703,AAA,M,North Region,A Level or Equivalent,35-55,0,90,N,Distinction
101704,EEE,F,Wales,Lower Than A Level,0-35,0,60,N,Pass
101705,EEE,M,East Anglian Region,A Level or Equivalent,0-35,1,120,N,Distinction
101706,EEE,F,Scotland,Post Graduate Qualification,0-35,0,120,N,Distinction
101707,EEE,M,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
101708,BBB,M,North Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
101709,BBB,F,South Region,HE Qualification,0-35,0,90,N,Pass
101710,BBB,M,London Region,HE Qualification,0-35,0,60,N,Pass
101711,CCC,M,North Region,A Level or Equivalent,0-35,2,60,Y,Fail
101712,EEE,M,South West Region,A Level or Equivalent,0-35,0,90,N,Distinction
101713,DDD,F,South Region,Lower Than A Level,0-35,0,90,N,Pass
101714,DDD,M,South Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
101715,EEE,M,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
101716,DDD,F,Wales,A Level or Equivalent,0-35,0,60,Y,Pass
101717,BBB,F,South Region,HE Qualification,0-35,0,90,N,Distinction
101718,CCC,M,South Region,Lower Than A Level,35-55,0,90,N,Pass
101719,CCC,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
101720,AAA,M,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
101721,DDD,M,South Region,Lower Than A Level,35-55,0,60,N,Withdrawn
101722,DDD,F,South West Region,Lower Than A Level,0-35,0,60,N,Distinction
101723,DDD,M,Ireland,Lower Than A Level,0-35,0,150,N,Fail
101724,CCC,F,North Region,Post Graduate Qualification,35-55,2,60,N,Withdrawn
101725,DDD,F,London Region,Post Graduate Qualification,0-35,0,90,N,Pass
101726,EEE,M,London Region,HE Qualification,35-55,0,60,N,Distinction
101727,CCC,M,North Region,A Level or Equivalent,0-35,2,60,N,Withdrawn
101728,CCC,M,Scotland,HE Qualification,35-55,0,120,N,Pass
101729,AAA,F,Wales,No Formal quals,35-55,0,90,N,Pass
101730,DDD,F,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
101731,EEE,M,North Region,Lower Than A Level,0-35,1,60,N,Fail
101732,DDD,M,North Region,HE Qualification,35-55,0,60,N,Pass
101733,EEE,F,Wales,Post Graduate Qualification,0-35,0,60,N,Pass
101734,EEE,M,East Anglian Region,Lower Than A Level,0-35,2,120,N,Pass
101735,DDD,M,London Region,A Level or Equivalent,35-55,0,60,N,Pass
101736,CCC,M,Scotland,A Level or Equivalent,35-55,0,60,N,Distinction
101737,AAA,F,East Anglian Region,A Level or Equivalent,55<=,0,90,N,Fail
101738,AAA,F,East Anglian Region,HE Qualification,35-55,0,120,N,Withdrawn
101739,BBB,M,Wales,A Level or Equivalent,35-55,0,60,N,Pass
101740,CCC,M,Wales,No Formal quals,35-55,0,90,Y,Pass
101741,DDD,M,East Anglian Region,HE Qualification,35-55,0,60,N,Withdrawn
101742,CCC,F,Scotland,Lower Than A Level,35-55,1,60,N,Pass
101743,AAA,M,Wales,HE Qualification,0-35,0,60,N,Pass
101744,BBB,M,North Region,HE Qualification,0-35,1,90,N,Withdrawn
101745,EEE,M,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
101746,EEE,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
101747,BBB,M,North Region,HE Qualification,35-55,0,60,N,Distinction
101748,EEE,F,South Region,A Level or Equivalent,35-55,0,120,N,Pass
101749,DDD,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
101750,EEE,F,Scotland,Lower Than A Level,0-35,1,60,Y,Withdrawn
101751,EEE,M,Wales,Lower Than A Level,0-35,0,90,N,Withdrawn
101752,DDD,M,Ireland,HE Qualification,0-35,0,60,N,Withdrawn
101753,BBB,M,London Region,Lower Than A Level,35-55,0,90,N,Pass
101754,DDD,M,Ireland,A Level or Equivalent,0-35,0,120,Y,Pass
101755,BBB,F,North Region,A Level or Equivalent,0-35,0,90,N,Distinction
101756,BBB,M,East Anglian Region,HE Qualification,0-35,0,120,N,Withdrawn
101757,DDD,M,East Anglian Region,A Level or Equivalent,0-35,1,60,N,Pass
101758,CCC,F,Ireland,No Formal quals,0-35,0,90,N,Withdrawn
101759,CCC,M,London Region,No Formal quals,35-55,0,90,N,Pass
101760,BBB,M,Ireland,Lower Than A Level,35-55,0,90,N,Distinction
101761,CCC,F,London Region,HE Qualification,35-55,1,90,N,Pass
101762,AAA,F,Ireland,Lower Than A Level,0-35,1,90,N,Fail
101763,DDD,F,East Anglian Region,HE Qualification,0-35,0,120,N,Distinction
101764,CCC,M,Scotland,A Level or Equivalent,35-55,0,60,N,Fail
101765,EEE,F,Scotland,Lower Than A Level,55<=,0,60,N,Pass
101766,CCC,F,London Region,Lower Than A Level,0-35,1,60,N,Withdrawn
101767,CCC,M,South West Region,A Level or Equivalent,35-55,2,60,Y,Withdrawn
101768,AAA,M,East Anglian Region,HE Qualification,0-35,0,90,N,Distinction
101769,AAA,F,Ireland,HE Qualification,0-35,0,60,N,Pass
101770,BBB,M,East Anglian Region,Lower Than A Level,55<=,0,60,N,Withdrawn
101771,BBB,M,Ireland,Lower Than A Level,35-55,0,120,N,Distinction
101772,BBB,F,Ireland,A Level or Equivalent,55<=,0,120,N,Distinction
101773,BBB,F,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction
101774,DDD,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Fail
101775,AAA,F,North Region,Lower Than A Level,35-55,0,60,Y,Pass
101776,BBB,F,South West Region,No Formal quals,35-55,0,60,N,Fail
101777,AAA,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass
101778,BBB,M,Scotland,HE Qualification,0-35,0,60,N,Withdrawn
101779,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Distinction
101780,AAA,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass
101781,BBB,M,Wales,A Level or Equivalent,35-55,0,60,Y,Pass
101782,AAA,F,Scotland,Lower Than A Level,0-35,2,90,N,Withdrawn
101783,EEE,F,North Region,Lower Than A Level,0-35,0,60,N,Distinction
101784,DDD,M,Ireland,Post Graduate Qualification,0-35,0,60,N,Pass
101785,BBB,F,London Region,HE Qualification,0-35,0,60,N,Pass
101786,AAA,F,South West Region,HE Qualification,0-35,0,60,N,Fail
101787,AAA,F,South Region,Lower Than A Level,0-35,0,90,N,Fail
101788,CCC,F,South Region,Lower Than A Level,35-55,0,60,N,Pass
101789,DDD,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
101790,CCC,F,London Region,No Formal quals,35-55,0,120,N,Withdrawn
101791,EEE,F,London Region,HE Qualification,0-35,1,120,N,Withdrawn
101792,BBB,F,South West Region,A Level or Equivalent,0-35,0,60,Y,Fail
101793,BBB,M,Ireland,Post Graduate Qualification,0-35,0,120,N,Pass
101794,CCC,M,Wales,Lower Than A Level,35-55,0,60,N,Fail
101795,BBB,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
101796,EEE,F,South West Region,Lower Than A Level,0-35,2,90,N,Pass
101797,AAA,M,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
101798,CCC,F,Wales,No Formal quals,0-35,0,60,N,Distinction
101799,CCC,M,Ireland,HE Qualification,0-35,0,150,N,Pass
101800,AAA,M,Scotland,Lower Than A Level,0-35,0,60,N,Distinction
101801,CCC,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
101802,CCC,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
101803,BBB,F,Wales,Lower Than A Level,35-55,1,120,N,Pass
101804,AAA,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
101805,AAA,F,East Anglian Region,A Level or Equivalent,35-55,0,120,Y,Distinction
101806,AAA,M,South West Region,Lower Than A Level,35-55,2,60,N,Pass
101807,CCC,F,North Region,Lower Than A Level,0-35,1,120,N,Withdrawn
101808,AAA,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
101809,EEE,M,Scotland,No Formal quals,0-35,0,60,N,Withdrawn
101810,BBB,F,East Anglian Region,A Level or Equivalent,35-55,1,60,N,Pass
101811,DDD,F,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
101812,DDD,M,North Region,Lower Than A Level,35-55,0,60,N,Pass
101813,CCC,F,East Anglian Region,HE Qualification,0-35,0,60,N,Pass
101814,EEE,M,South West Region,Lower Than A Level,35-55,1,90,N,Pass
101815,AAA,F,South West Region,Lower Than A Level,35-55,0,90,N,Distinction
101816,BBB,F,South West Region,HE Qualification,35-55,0,60,N,Pass
101817,BBB,F,Ireland,HE Qualification,0-35,0,90,N,Pass
101818,AAA,F,East Anglian Region,Lower Than A Level,35-55,0,120,N,Distinction
101819,BBB,F,North Region,A Level or Equivalent,35-55,0,150,N,Pass
101820,BBB,M,Scotland,Post Graduate Qualification,0-35,0,60,N,Withdrawn
101821,DDD,F,East Anglian Region,Lower Than A Level,55<=,0,60,N,Pass
101822,BBB,M,South Region,Lower Than A Level,35-55,0,150,N,Withdrawn
101823,EEE,M,Wales,A Level or Equivalent,35-55,2,120,N,Withdrawn
101824,DDD,F,Wales,Lower Than A Level,0-35,0,120,N,Pass
101825,EEE,F,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Distinction
101826,AAA,M,Scotland,HE Qualification,35-55,0,90,N,Distinction
101827,EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Distinction
101828,DDD,F,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
101829,EEE,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Distinction
101830,BBB,M,South West Region,HE Qualification,0-35,1,150,N,Pass
101831,EEE,M,Ireland,Lower Than A Level,35-55,0,120,N,Pass
101832,CCC,M,Ireland,Lower Than A Level,0-35,0,60,N,Withdrawn
101833,AAA,F,North Region,HE Qualification,35-55,0,60,N,Distinction
101834,CCC,F,London Region,Lower Than A Level,35-55,2,120,N,Pass
101835,AAA,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
101836,EEE,M,London Region,Lower Than A Level,0-35,1,90,N,Pass
101837,BBB,F,North Region,HE Qualification,0-35,0,60,N,Fail
101838,BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
101839,CCC,M,Wales,HE Qualification,35-55,0,90,Y,Distinction
101840,CCC,M,Wales,HE Qualification,0-35,0,150,N,Withdrawn
101841,AAA,M,South West Region,A Level or Equivalent,0-35,1,90,N,Fail
101842,EEE,F,South Region,Lower Than A Level,0-35,0,60,N,Distinction
101843,EEE,F,South West Region,HE Qualification,35-55,0,60,N,Fail
101844,DDD,M,Wales,Lower Than A Level,35-55,0,60,N,Distinction
101845,DDD,M,Scotland,No Formal quals,0-35,0,120,N,Pass
101846,CCC,M,Scotland,HE Qualification,0-35,0,60,N,Withdrawn
101847,CCC,F,Wales,Lower Than A Level,0-35,0,120,N,Withdrawn
101848,CCC,M,Wales,HE Qualification,0-35,1,120,N,Withdrawn
101849,AAA,M,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
101850,AAA,M,South Region,A Level or Equivalent,35-55,0,60,N,Distinction
101851,BBB,F,South Region,A Level or Equivalent,0-35,0,150,N,Pass
101852,CCC,M,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
101853,AAA,F,North Region,HE Qualification,35-55,0,120,N,Withdrawn
101854,AAA,F,Wales,No Formal quals,35-55,0,60,N,Distinction
101855,EEE,F,Ireland,Lower Than A Level,0-35,0,60,Y,Withdrawn
101856,BBB,M,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
101857,CCC,M,North Region,HE Qualification,35-55,1,60,N,Pass
101858,CCC,M,London Region,HE Qualification,0-35,0,90,N,Withdrawn
101859,DDD,F,Ireland,A Level or Equivalent,35-55,0,90,N,Withdrawn
101860,DDD,F,East Anglian Region,A Level or Equivalent,35-55,2,60,N,Distinction
101861,BBB,F,South Region,HE Qualification,35-55,2,90,Y,Distinction
101862,EEE,F,Scotland,Lower Than A Level,0-35,1,60,N,Withdrawn
101863,BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
101864,EEE,M,Ireland,A Level or Equivalent,35-55,0,120,N,Distinction
101865,CCC,F,Wales,Lower Than A Level,0-35,0,90,N,Withdrawn
101866,AAA,F,North Region,Lower Than A Level,0-35,0,150,N,Distinction
101867,DDD,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
101868,AAA,F,East Anglian Region,HE Qualification,0-35,0,60,N,Pass
101869,DDD,M,East Anglian Region,Post Graduate Qualification,35-55,0,60,N,Distinction
101870,AAA,M,London Region,A Level or Equivalent,35-55,2,120,N,Withdrawn
101871,BBB,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
101872,DDD,M,London Region,HE Qualification,0-35,1,120,N,Pass
101873,EEE,M,Ireland,Lower Than A Level,55<=,1,60,N,Distinction
101874,CCC,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Distinction
101875,AAA,F,Wales,A Level or Equivalent,0-35,1,90,N,Pass
101876,BBB,M,East Anglian Region,Lower Than A Level,35-55,0,90,N,Withdrawn
101877,EEE,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
101878,DDD,F,South West Region,Lower Than A Level,0-35,3,120,N,Withdrawn
101879,AAA,M,North Region,HE Qualification,0-35,0,90,N,Pass
101880,BBB,M,North Region,Lower Than A Level,0-35,0,60,N,Distinction
101881,BBB,M,East Anglian Region,HE Qualification,0-35,2,90,N,Withdrawn
101882,AAA,F,Ireland,HE Qualification,0-35,0,60,N,Distinction
101883,EEE,M,Scotland,HE Qualification,0-35,0,120,N,Pass
101884,DDD,F,Wales,No Formal quals,0-35,0,60,N,Pass
101885,AAA,M,Wales,Lower Than A Level,0-35,0,90,N,Distinction
101886,DDD,M,North Region,A Level or Equivalent,35-55,0,60,N,Pass
101887,CCC,F,Wales,HE Qualification,35-55,0,60,N,Distinction
101888,AAA,F,Ireland,A Level or Equivalent,0-35,1,90,Y,Pass
101889,CCC,M,Scotland,Lower Than A Level,35-55,0,60,N,Pass
101890,AAA,M,South West Region,Lower Than A Level,0-35,0,90,N,Withdrawn
101891,BBB,F,South West Region,Lower Than A Level,0-35,0,90,N,Withdrawn
101892,EEE,M,South West Region,No Formal quals,0-35,0,60,N,Withdrawn
101893,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
101894,AAA,F,Ireland,HE Qualification,0-35,0,90,N,Pass
101895,EEE,M,East Anglian Region,Post Graduate Qualification,35-55,0,60,N,Distinction
101896,CCC,F,Ireland,Lower Than A Level,35-55,0,60,N,Withdrawn
101897,EEE,F,East Anglian Region,HE Qualification,55<=,0,60,N,Pass
101898,DDD,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
101899,BBB,M,Ireland,Lower Than A Level,0-35,0,90,N,Withdrawn
101900,CCC,M,Ireland,Lower Than A Level,0-35,0,120,N,Pass
101901,CCC,M,Wales,Lower Than A Level,0-35,0,90,N,Distinction
101902,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Pass
101903,BBB,F,Ireland,A Level or Equivalent,35-55,1,60,N,Distinction
101904,BBB,F,Scotland,Lower Than A Level,0-35,0,90,N,Pass
101905,BBB,F,London Region,Lower Than A Level,0-35,0,120,N,Pass
101906,BBB,F,Ireland,HE Qualification,0-35,0,60,N,Pass
101907,AAA,F,East Anglian Region,Lower Than A Level,35-55,0,90,N,Withdrawn
101908,AAA,M,Scotland,HE Qualification,0-35,0,60,N,Distinction
101909,EEE,M,East Anglian Region,No Formal quals,35-55,0,60,N,Distinction
101910,AAA,M,London Region,HE Qualification,0-35,0,60,N,Withdrawn
101911,EEE,F,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
101912,AAA,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
101913,DDD,F,North Region,A Level or Equivalent,35-55,1,60,N,Pass
101914,BBB,M,Ireland,No Formal quals,35-55,0,60,N,Pass
101915,CCC,F,Wales,Post Graduate Qualification,0-35,0,60,N,Fail
101916,BBB,F,South Region,A Level or Equivalent,0-35,1,60,N,Withdrawn
101917,CCC,M,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
101918,CCC,M,South Region,HE Qualification,0-35,0,120,N,Withdrawn
101919,CCC,M,Ireland,Lower Than A Level,0-35,0,90,N,Withdrawn
101920,BBB,M,North Region,A Level or Equivalent,0-35,2,60,N,Pass
101921,CCC,M,North Region,A Level or Equivalent,35-55,0,60,N,Distinction
101922,EEE,F,North Region,HE Qualification,35-55,1,60,N,Withdrawn
101923,CCC,M,South Region,A Level or Equivalent,35-55,0,60,N,Pass
101924,BBB,M,South West Region,Lower Than A Level,35-55,0,60,N,Distinction
101925,AAA,F,Wales,Lower Than A Level,55<=,0,60,N,Distinction
101926,BBB,F,Scotland,A Level or Equivalent,55<=,0,60,N,Distinction
101927,AAA,M,Scotland,No Formal quals,0-35,0,90,N,Pass
101928,AAA,F,East Anglian Region,No Formal quals,0-35,0,60,N,Pass
101929,EEE,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
101930,AAA,M,Ireland,Lower Than A Level,35-55,0,60,N,Withdrawn
101931,CCC,M,Wales,HE Qualification,0-35,0,120,N,Withdrawn
101932,EEE,M,South Region,HE Qualification,0-35,0,90,N,Distinction
101933,EEE,M,Wales,A Level or Equivalent,0-35,0,90,N,Withdrawn
101934,AAA,F,South West Region,A Level or Equivalent,0-35,0,120,N,Distinction
101935,AAA,M,South Region,Lower Than A Level,0-35,0,90,N,Withdrawn
101936,BBB,M,Wales,HE Qualification,35-55,0,60,Y,Pass
101937,CCC,M,Wales,A Level or Equivalent,0-35,0,90,N,Distinction
101938,EEE,M,South West Region,A Level or Equivalent,35-55,0,60,N,Distinction
101939,BBB,M,Wales,No Formal quals,0-35,0,90,N,Pass
101940,AAA,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
101941,BBB,F,South West Region,No Formal quals,0-35,0,60,N,Withdrawn
101942,EEE,F,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
101943,AAA,M,North Region,A Level or Equivalent,55<=,0,60,N,Pass
101944,BBB,F,East Anglian Region,No Formal quals,35-55,0,90,Y,Fail
101945,AAA,F,South Region,Post Graduate Qualification,35-55,0,60,N,Distinction
101946,AAA,F,South West Region,Post Graduate Qualification,35-55,0,60,N,Pass
101947,EEE,M,Ireland,HE Qualification,0-35,0,60,N,Withdrawn
101948,AAA,F,North Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
101949,BBB,M,Wales,Lower Than A Level,0-35,1,120,N,Pass
101950,EEE,F,South West Region,A Level or Equivalent,35-55,1,90,N,Withdrawn
101951,DDD,M,London Region,No Formal quals,35-55,1,60,N,Pass
101952,AAA,F,East Anglian Region,A Level or Equivalent,55<=,1,60,N,Fail
101953,CCC,M,South West Region,HE Qualification,35-55,1,60,N,Pass
101954,EEE,F,South West Region,No Formal quals,35-55,0,60,N,Pass
101955,CCC,M,South Region,Post Graduate Qualification,0-35,0,60,N,Fail
101956,CCC,F,South West Region,No Formal quals,0-35,0,120,N,Pass
101957,CCC,M,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
101958,DDD,F,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
101959,AAA,F,East Anglian Region,Post Graduate Qualification,0-35,1,90,N,Pass
101960,EEE,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
101961,EEE,M,Ireland,Lower Than A Level,35-55,0,60,Y,Fail
101962,AAA,F,London Region,Post Graduate Qualification,0-35,0,90,N,Distinction
101963,EEE,M,Ireland,HE Qualification,35-55,0,120,N,Withdrawn
101964,EEE,M,Wales,A Level or Equivalent,0-35,0,90,N,Fail
101965,DDD,F,North Region,Lower Than A Level,35-55,0,120,N,Fail
101966,BBB,M,Scotland,A Level or Equivalent,0-35,0,60,Y,Pass
101967,CCC,M,South West Region,No Formal quals,0-35,0,90,N,Fail
101968,EEE,M,Ireland,A Level or Equivalent,0-35,0,120,N,Pass
101969,AAA,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
101970,EEE,M,Ireland,A Level or Equivalent,35-55,0,120,Y,Distinction
101971,EEE,M,East Anglian Region,No Formal quals,55<=,0,120,Y,Pass
101972,DDD,M,South Region,No Formal quals,35-55,0,90,N,Withdrawn
101973,BBB,M,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
101974,CCC,M,South West Region,A Level or Equivalent,55<=,1,60,N,Distinction
101975,AAA,M,London Region,Lower Than A Level,0-35,0,90,N,Pass
101976,EEE,M,London Region,A Level or Equivalent,0-35,0,120,N,Pass
101977,BBB,F,London Region,Lower Than A Level,35-55,0,60,N,Pass
101978,AAA,M,Wales,A Level or Equivalent,35-55,0,60,N,Pass
101979,DDD,F,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
101980,DDD,F,Ireland,Lower Than A Level,35-55,1,60,N,Withdrawn
101981,DDD,F,South Region,Lower Than A Level,0-35,0,120,N,Fail
101982,AAA,F,London Region,Lower Than A Level,0-35,0,90,Y,Withdrawn
101983,DDD,M,North Region,Lower Than A Level,0-35,0,90,N,Pass
101984,DDD,F,South West Region,HE Qualification,0-35,1,90,N,Pass
101985,DDD,M,Ireland,Lower Than A Level,0-35,1,90,N,Pass
101986,EEE,F,North Region,Lower Than A Level,0-35,0,90,N,Fail
101987,BBB,M,Wales,Post Graduate Qualification,0-35,0,60,N,Pass
101988,BBB,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
101989,EEE,M,South West Region,No Formal quals,35-55,0,120,Y,Fail
101990,CCC,M,South Region,A Level or Equivalent,0-35,0,60,N,Distinction
101991,CCC,M,South West Region,HE Qualification,0-35,0,60,N,Fail
101992,BBB,F,South West Region,A Level or Equivalent,35-55,1,60,N,Fail
101993,DDD,M,East Anglian Region,Lower Than A Level,35-55,0,90,N,Pass
101994,DDD,F,Wales,HE Qualification,0-35,1,60,N,Pass
101995,AAA,M,Scotland,HE Qualification,0-35,0,90,N,Distinction
101996,CCC,F,Ireland,Lower Than A Level,35-55,0,60,N,Fail
101997,EEE,M,South West Region,HE Qualification,35-55,1,120,N,Distinction
101998,BBB,M,Wales,A Level or Equivalent,0-35,0,90,N,Pass
101999,BBB,M,East Anglian Region,No Formal quals,0-35,0,120,N,Pass
102000,EEE,F,Scotland,HE Qualification,0-35,1,90,N,Pass
102001,AAA,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
102002,BBB,M,London Region,No Formal quals,0-35,0,60,N,Withdrawn
102003,CCC,M,Ireland,Post Graduate Qualification,55<=,0,60,N,Pass
102004,DDD,F,Wales,HE Qualification,0-35,0,120,N,Withdrawn
102005,AAA,F,Wales,Lower Than A Level,0-35,2,120,N,Pass
102006,CCC,M,South Region,HE Qualification,35-55,1,120,Y,Distinction
102007,AAA,M,Wales,A Level or Equivalent,0-35,0,150,N,Distinction
102008,DDD,M,London Region,Lower Than A Level,35-55,0,90,N,Pass
102009,DDD,F,Ireland,No Formal quals,0-35,1,90,N,Withdrawn
102010,CCC,F,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Pass
102011,BBB,M,Scotland,HE Qualification,0-35,0,60,N,Pass
102012,AAA,M,South West Region,HE Qualification,55<=,1,120,N,Withdrawn
102013,EEE,M,South West Region,Lower Than A Level,35-55,0,120,N,Withdrawn
102014,DDD,F,London Region,Post Graduate Qualification,35-55,0,90,N,Pass
102015,BBB,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
102016,CCC,M,North Region,A Level or Equivalent,35-55,0,90,N,Distinction
102017,DDD,M,London Region,A Level or Equivalent,0-35,0,120,N,Fail
102018,DDD,M,Wales,Lower Than A Level,35-55,0,60,N,Pass
102019,CCC,F,Wales,HE Qualification,0-35,0,60,N,Pass
102020,BBB,M,Wales,A Level or Equivalent,35-55,1,90,N,Pass
