student_id,week,week_clicks,cum_clicks,assessment_score,avg_assessment_so_far
100708,11,17,178,,62.22399401513708
100708,12,17,195,74.37569739753329,66.27456180926914
100709,1,4,4,,
100709,2,7,11,,
100709,3,2,13,,
100709,4,7,20,69.09928718226841,69.09928718226841
100709,5,5,25,,69.09928718226841
100709,6,5,30,,69.09928718226841
100709,7,6,36,,69.09928718226841
100709,8,5,41,55.847783154912065,62.47353516859024
100709,9,6,47,,62.47353516859024
100709,10,6,53,,62.47353516859024
100709,11,6,59,,62.47353516859024
100709,12,7,66,70.11644159874156,65.02117064530735
100710,1,17,17,,
100710,2,12,29,,
100710,3,13,42,,
100710,4,15,57,79.42605551289893,79.42605551289893
100710,5,19,76,,79.42605551289893
100710,6,15,91,,79.42605551289893
100710,7,9,100,,79.42605551289893
100710,8,15,115,79.85138919506696,79.63872235398294
100710,9,18,133,,79.63872235398294
100710,10,18,151,,79.63872235398294
100710,11,17,168,,79.63872235398294
100710,12,19,187,86.70442590663006,81.99395687153198
100711,1,16,16,,
100711,2,17,33,,
100711,3,20,53,,
100711,4,16,69,81.34635511708292,81.34635511708292
100711,5,16,85,,81.34635511708292
100711,6,18,103,,81.34635511708292
100711,7,15,118,,81.34635511708292
100711,8,15,133,100.0,90.67317755854145
100711,9,22,155,,90.67317755854145
100711,10,17,172,,90.67317755854145
100711,11,17,189,,90.67317755854145
100711,12,17,206,91.64375951484108,90.99670487730799
100712,1,11,11,,
100712,2,8,19,,
100712,3,13,32,,
100712,4,15,47,88.77672195195707,88.77672195195707
100712,5,20,67,,88.77672195195707
100712,6,20,87,,88.77672195195707
100712,7,16,103,,88.77672195195707
100712,8,12,115,99.82159625715795,94.2991591045575
100712,9,14,129,,94.2991591045575
100712,10,11,140,,94.2991591045575
100712,11,16,156,,94.2991591045575
100712,12,10,166,76.14017942281262,88.24616587730922
100713,1,20,20,,
100713,2,17,37,,
100713,3,18,55,,
100713,4,17,72,100.0,100.0
100713,5,16,88,,100.0
100713,6,19,107,,100.0
100713,7,20,127,,100.0
100713,8,9,136,100.0,100.0
100713,9,23,159,,100.0
100713,10,20,179,,100.0
100713,11,13,192,,100.0
100713,12,15,207,100.0,100.0
100714,1,23,23,,
100714,2,18,41,,
100714,3,23,64,,
100714,4,18,82,48.94066081758445,48.94066081758445
100714,5,17,99,,48.94066081758445
100714,6,31,130,,48.94066081758445
100714,7,29,159,,48.94066081758445
100714,8,28,187,68.66026452761423,58.80046267259934
100714,9,26,213,,58.80046267259934
100714,10,26,239,,58.80046267259934
100714,11,25,264,,58.80046267259934
100714,12,21,285,55.85419036669234,57.81837190396367
100715,1,16,16,,
100715,2,22,38,,
100715,3,22,60,,
100715,4,23,83,61.44840611104347,61.44840611104347
100715,5,31,114,,61.44840611104347
100715,6,29,143,,61.44840611104347
100715,7,24,167,,61.44840611104347
100715,8,24,191,57.80370057150353,59.626053341273504
100715,9,20,211,,59.626053341273504
100715,10,26,237,,59.626053341273504
100715,11,24,261,,59.626053341273504
100715,12,26,287,87.8530143256762,69.0350403360744
100716,1,12,12,,
100716,2,13,25,,
100716,3,13,38,,
100716,4,6,44,67.02838754108166,67.02838754108166
100716,5,13,57,,67.02838754108166
100716,6,22,79,,67.02838754108166
100716,7,21,100,,67.02838754108166
100716,8,9,109,82.93779705380808,74.98309229744487
100716,9,10,119,,74.98309229744487
100716,10,14,133,,74.98309229744487
100716,11,16,149,,74.98309229744487
100716,12,17,166,54.55635334976567,68.17417931488514
100717,1,8,8,,
100717,2,9,17,,
100717,3,9,26,,
100717,4,6,32,66.8618612458044,66.8618612458044
100717,5,9,41,,66.8618612458044
100717,6,9,50,,66.8618612458044
100717,7,6,56,,66.8618612458044
100717,8,8,64,82.64718259060697,74.75452191820568
100717,9,8,72,,74.75452191820568
100717,10,6,78,,74.75452191820568
100717,11,10,88,,74.75452191820568
100717,12,7,95,53.3125989906798,67.60721427569706
100718,1,23,23,,
100718,2,31,54,,
100718,3,20,74,,
100718,4,13,87,88.52491457134651,88.52491457134651
100718,5,22,109,,88.52491457134651
100718,6,24,133,,88.52491457134651
100718,7,28,161,,88.52491457134651
100718,8,28,189,78.35162634194668,83.43827045664659
100718,9,27,216,,83.43827045664659
100718,10,22,238,,83.43827045664659
100718,11,15,253,,83.43827045664659
100718,12,16,269,57.20107431695996,74.69253841008438
100719,1,19,19,,
100719,2,17,36,,
100719,3,15,51,,
100719,4,20,71,100.0,100.0
100719,5,14,85,,100.0
100719,6,15,100,,100.0
100719,7,18,118,,100.0
100719,8,18,136,100.0,100.0
100719,9,29,165,,100.0
100719,10,25,190,,100.0
100719,11,19,209,,100.0
100719,12,24,233,100.0,100.0
100720,1,9,9,,
100720,2,5,14,,
100720,3,2,16,,
100720,4,5,21,67.61704736903734,67.61704736903734
100720,5,3,24,,67.61704736903734
100720,6,4,28,,67.61704736903734
100720,7,3,31,,67.61704736903734
100720,8,1,32,73.69962946776,70.65833841839867
100720,9,1,33,,70.65833841839867
100720,10,0,33,,70.65833841839867
100720,11,1,34,,70.65833841839867
100720,12,0,34,57.68728442879328,66.33465375519687
100721,1,20,20,,
100721,2,21,41,,
100721,3,17,58,,
100721,4,18,76,63.59976125002641,63.59976125002641
100721,5,18,94,,63.59976125002641
100721,6,14,108,,63.59976125002641
100721,7,13,121,,63.59976125002641
100721,8,14,135,80.98200521019159,72.290883230109
100721,9,17,152,,72.290883230109
100721,10,15,167,,72.290883230109
100721,11,15,182,,72.290883230109
100721,12,23,205,61.54362785128753,68.70846477050185
100722,1,15,15,,
100722,2,23,38,,
100722,3,24,62,,
100722,4,24,86,93.89491982328205,93.89491982328205
100722,5,27,113,,93.89491982328205
100722,6,21,134,,93.89491982328205
100722,7,23,157,,93.89491982328205
100722,8,28,185,76.46906534511366,85.18199258419786
100722,9,19,204,,85.18199258419786
100722,10,25,229,,85.18199258419786
100722,11,25,254,,85.18199258419786
100722,12,27,281,83.42027490222927,84.59475335687499
100723,1,15,15,,
100723,2,14,29,,
100723,3,17,46,,
100723,4,10,56,50.16538959816742,50.16538959816742
100723,5,8,64,,50.16538959816742
100723,6,7,71,,50.16538959816742
100723,7,9,80,,50.16538959816742
100723,8,10,90,66.97053144650236,58.56796052233489
100723,9,10,100,,58.56796052233489
100723,10,10,110,,58.56796052233489
100723,11,11,121,,58.56796052233489
100723,12,14,135,74.14196903768175,63.759296694117175
100724,1,23,23,,
100724,2,24,47,,
100724,3,19,66,,
100724,4,21,87,83.21490518121712,83.21490518121712
100724,5,33,120,,83.21490518121712
100724,6,23,143,,83.21490518121712
100724,7,25,168,,83.21490518121712
100724,8,31,199,98.95472745601526,91.08481631861619
100724,9,25,224,,91.08481631861619
100724,10,23,247,,91.08481631861619
100724,11,24,271,,91.08481631861619
100724,12,20,291,74.1138244083685,85.42781901520028
100725,1,28,28,,
100725,2,23,51,,
100725,3,31,82,,
100725,4,25,107,100.0,100.0
100725,5,17,124,,100.0
100725,6,11,135,,100.0
100725,7,20,155,,100.0
100725,8,16,171,91.19300732521022,95.5965036626051
100725,9,28,199,,95.5965036626051
100725,10,27,226,,95.5965036626051
100725,11,16,242,,95.5965036626051
100725,12,17,259,90.73023642970725,93.97441458497248
100726,1,11,11,,
100726,2,12,23,,
100726,3,8,31,,
100726,4,12,43,51.07243649776771,51.07243649776771
100726,5,3,46,,51.07243649776771
100726,6,9,55,,51.07243649776771
100726,7,10,65,,51.07243649776771
100726,8,7,72,61.960386240012895,56.5164113688903
100726,9,2,74,,56.5164113688903
100726,10,12,86,,56.5164113688903
100726,11,1,87,,56.5164113688903
100726,12,0,87,22.342044409818797,45.12495571586646
100727,1,11,11,,
100727,2,7,18,,
100727,3,8,26,,
100727,4,10,36,54.6265484901641,54.6265484901641
100727,5,10,46,,54.6265484901641
100727,6,7,53,,54.6265484901641
100727,7,7,60,,54.6265484901641
100727,8,6,66,36.49676768344007,45.56165808680208
100727,9,5,71,,45.56165808680208
100727,10,3,74,,45.56165808680208
100727,11,3,77,,45.56165808680208
100727,12,2,79,34.10157685963535,41.74163101107984
100728,1,19,19,,
100728,2,20,39,,
100728,3,17,56,,
100728,4,12,68,56.60215737358533,56.60215737358533
100728,5,17,85,,56.60215737358533
100728,6,15,100,,56.60215737358533
100728,7,17,117,,56.60215737358533
100728,8,15,132,61.76660601662296,59.18438169510414
100728,9,8,140,,59.18438169510414
100728,10,26,166,,59.18438169510414
100728,11,8,174,,59.18438169510414
100728,12,14,188,72.7818052010756,63.716856197094636
100729,1,14,14,,
100729,2,16,30,,
100729,3,15,45,,
100729,4,10,55,56.60321838180621,56.60321838180621
100729,5,9,64,,56.60321838180621
100729,6,14,78,,56.60321838180621
100729,7,6,84,,56.60321838180621
100729,8,16,100,53.13783041803133,54.870524399918764
100729,9,13,113,,54.870524399918764
100729,10,17,130,,54.870524399918764
100729,11,13,143,,54.870524399918764
100729,12,9,152,54.394455488172724,54.71183476267009
100730,1,19,19,,
100730,2,8,27,,
100730,3,11,38,,
100730,4,14,52,58.264880639325995,58.264880639325995
100730,5,8,60,,58.264880639325995
100730,6,8,68,,58.264880639325995
100730,7,8,76,,58.264880639325995
100730,8,6,82,59.38260376503311,58.82374220217955
100730,9,5,87,,58.82374220217955
100730,10,4,91,,58.82374220217955
100730,11,0,91,,58.82374220217955
100730,12,3,94,62.184970280087825,59.94415156148231
100731,1,9,9,,
100731,2,15,24,,
100731,3,12,36,,
100731,4,6,42,80.13287831374954,80.13287831374954
100731,5,11,53,,80.13287831374954
100731,6,7,60,,80.13287831374954
100731,7,8,68,,80.13287831374954
100731,8,6,74,93.8812075420631,87.00704292790633
100731,9,12,86,,87.00704292790633
100731,10,3,89,,87.00704292790633
100731,11,7,96,,87.00704292790633
100731,12,10,106,90.2485998014311,88.08756188574792
100732,1,14,14,,
100732,2,15,29,,
100732,3,10,39,,
100732,4,10,49,66.3620131605312,66.3620131605312
100732,5,16,65,,66.3620131605312
100732,6,19,84,,66.3620131605312
100732,7,11,95,,66.3620131605312
100732,8,13,108,79.57345095572647,72.96773205812883
100732,9,10,118,,72.96773205812883
100732,10,13,131,,72.96773205812883
100732,11,12,143,,72.96773205812883
100732,12,20,163,38.11334726663697,61.34960379429821
100733,1,3,3,,
100733,2,1,4,,
100733,3,2,6,,
100733,4,2,8,66.79582380223191,66.79582380223191
100733,5,4,12,,66.79582380223191
100733,6,4,16,,66.79582380223191
100733,7,7,23,,66.79582380223191
100733,8,5,28,79.68551478535649,73.2406692937942
100733,9,5,33,,73.2406692937942
100733,10,3,36,,73.2406692937942
100733,11,5,41,,73.2406692937942
100733,12,3,44,43.1347341181025,63.205357568563635
100734,1,23,23,,
100734,2,19,42,,
100734,3,23,65,,
100734,4,19,84,60.939269076633664,60.939269076633664
100734,5,16,100,,60.939269076633664
100734,6,11,111,,60.939269076633664
100734,7,25,136,,60.939269076633664
100734,8,21,157,41.47114863456631,51.20520885559999
100734,9,13,170,,51.20520885559999
100734,10,14,184,,51.20520885559999
100734,11,25,209,,51.20520885559999
100734,12,15,224,65.74952400580591,56.05331390566863
100735,1,20,20,,
100735,2,14,34,,
100735,3,19,53,,
100735,4,12,65,71.08657363167646,71.08657363167646
100735,5,18,83,,71.08657363167646
100735,6,18,101,,71.08657363167646
100735,7,19,120,,71.08657363167646
100735,8,17,137,54.00775461875166,62.54716412521406
100735,9,25,162,,62.54716412521406
100735,10,22,184,,62.54716412521406
100735,11,23,207,,62.54716412521406
100735,12,23,230,82.71790058035737,69.27074294359517
100736,1,13,13,,
100736,2,15,28,,
100736,3,14,42,,
100736,4,10,52,78.1870716134008,78.1870716134008
100736,5,16,68,,78.1870716134008
100736,6,21,89,,78.1870716134008
100736,7,13,102,,78.1870716134008
100736,8,9,111,62.104382678204246,70.14572714580252
100736,9,12,123,,70.14572714580252
100736,10,19,142,,70.14572714580252
100736,11,22,164,,70.14572714580252
100736,12,10,174,56.631694796913926,65.641049696173
100737,1,12,12,,
100737,2,15,27,,
100737,3,13,40,,
100737,4,13,53,67.98695810653578,67.98695810653578
100737,5,15,68,,67.98695810653578
100737,6,20,88,,67.98695810653578
100737,7,19,107,,67.98695810653578
100737,8,17,124,76.79678778470686,72.39187294562132
100737,9,11,135,,72.39187294562132
100737,10,13,148,,72.39187294562132
100737,11,19,167,,72.39187294562132
100737,12,11,178,66.69656841401422,70.49343810175229
100738,1,14,14,,
100738,2,19,33,,
100738,3,14,47,,
100738,4,15,62,96.27570824238693,96.27570824238693
100738,5,23,85,,96.27570824238693
100738,6,19,104,,96.27570824238693
100738,7,9,113,,96.27570824238693
100738,8,14,127,87.20595216784837,91.74083020511765
100738,9,16,143,,91.74083020511765
100738,10,21,164,,91.74083020511765
100738,11,16,180,,91.74083020511765
100738,12,21,201,98.94825402238565,94.14330481087364
100739,1,8,8,,
100739,2,9,17,,
100739,3,9,26,,
100739,4,12,38,31.19493849860726,31.19493849860726
100739,5,11,49,,31.19493849860726
100739,6,7,56,,31.19493849860726
100739,7,6,62,,31.19493849860726
100739,8,9,71,34.13754295948931,32.66624072904828
100739,9,3,74,,32.66624072904828
100739,10,3,77,,32.66624072904828
100739,11,2,79,,32.66624072904828
100739,12,2,81,44.394951146804516,36.57581086830036
100740,1,4,4,,
100740,2,3,7,,
100740,3,5,12,,
100740,4,8,20,52.1739761579617,52.1739761579617
100740,5,5,25,,52.1739761579617
100740,6,4,29,,52.1739761579617
100740,7,5,34,,52.1739761579617
100740,8,5,39,71.76399554654323,61.96898585225246
100740,9,2,41,,61.96898585225246
100740,10,1,42,,61.96898585225246
100740,11,3,45,,61.96898585225246
100740,12,0,45,68.9241703769067,64.28738069380387
100741,1,13,13,,
100741,2,14,27,,
100741,3,16,43,,
100741,4,10,53,70.13869973369981,70.13869973369981
100741,5,11,64,,70.13869973369981
100741,6,14,78,,70.13869973369981
100741,7,16,94,,70.13869973369981
100741,8,12,106,79.20202514545834,74.67036243957907
100741,9,14,120,,74.67036243957907
100741,10,16,136,,74.67036243957907
100741,11,14,150,,74.67036243957907
100741,12,10,160,64.1188548971184,71.15319325875885
100742,1,12,12,,
100742,2,10,22,,
100742,3,12,34,,
100742,4,8,42,82.57748751900625,82.57748751900625
100742,5,10,52,,82.57748751900625
100742,6,4,56,,82.57748751900625
100742,7,9,65,,82.57748751900625
100742,8,9,74,81.4432485630415,82.01036804102387
100742,9,13,87,,82.01036804102387
100742,10,8,95,,82.01036804102387
100742,11,10,105,,82.01036804102387
100742,12,12,117,80.86883987282279,81.62985865162351
100743,1,5,5,,
100743,2,3,8,,
100743,3,2,10,,
100743,4,1,11,21.173990567851998,21.173990567851998
100743,5,2,13,,21.173990567851998
100743,6,2,15,,21.173990567851998
100743,7,0,15,,21.173990567851998
100743,8,0,15,50.303738389227576,35.73886447853979
100743,9,1,16,,35.73886447853979
100743,10,1,17,,35.73886447853979
100743,11,0,17,,35.73886447853979
100743,12,0,17,45.327872313751065,38.93520042361021
100744,1,22,22,,
100744,2,28,50,,
100744,3,25,75,,
100744,4,23,98,94.3735897362988,94.3735897362988
100744,5,26,124,,94.3735897362988
100744,6,22,146,,94.3735897362988
100744,7,23,169,,94.3735897362988
100744,8,24,193,99.99105316644473,97.18232145137176
100744,9,30,223,,97.18232145137176
100744,10,22,245,,97.18232145137176
100744,11,21,266,,97.18232145137176
100744,12,20,286,100.0,98.12154763424785
100745,1,9,9,,
100745,2,10,19,,
100745,3,6,25,,
100745,4,4,29,36.27649651342213,36.27649651342213
100745,5,5,34,,36.27649651342213
100745,6,7,41,,36.27649651342213
100745,7,8,49,,36.27649651342213
100745,8,2,51,72.26736793795112,54.271932225686626
100745,9,8,59,,54.271932225686626
100745,10,10,69,,54.271932225686626
100745,11,3,72,,54.271932225686626
100745,12,7,79,80.34704578735077,62.96363674624134
100746,1,15,15,,
100746,2,24,39,,
100746,3,19,58,,
100746,4,15,73,53.81302465326999,53.81302465326999
100746,5,16,89,,53.81302465326999
100746,6,19,108,,53.81302465326999
100746,7,22,130,,53.81302465326999
100746,8,12,142,72.63020870291163,63.22161667809081
100746,9,15,157,,63.22161667809081
100746,10,13,170,,63.22161667809081
100746,11,15,185,,63.22161667809081
100746,12,13,198,64.28216454251836,63.575132632899994
100747,1,16,16,,
100747,2,13,29,,
100747,3,12,41,,
100747,4,15,56,73.40702285033161,73.40702285033161
100747,5,21,77,,73.40702285033161
100747,6,18,95,,73.40702285033161
100747,7,15,110,,73.40702285033161
100747,8,14,124,78.88622839347175,76.14662562190168
100747,9,12,136,,76.14662562190168
100747,10,20,156,,76.14662562190168
100747,11,12,168,,76.14662562190168
100747,12,9,177,86.12396891721467,79.47240672033934
100748,1,11,11,,
100748,2,11,22,,
100748,3,15,37,,
100748,4,17,54,51.717771336408234,51.717771336408234
100748,5,17,71,,51.717771336408234
100748,6,9,80,,51.717771336408234
100748,7,11,91,,51.717771336408234
100748,8,9,100,80.59267058252871,66.15522095946847
100748,9,19,119,,66.15522095946847
100748,10,11,130,,66.15522095946847
100748,11,14,144,,66.15522095946847
100748,12,12,156,62.20503483321588,64.83849225071761
100749,1,22,22,,
100749,2,20,42,,
100749,3,9,51,,
100749,4,26,77,96.49090173762707,96.49090173762707
100749,5,20,97,,96.49090173762707
100749,6,22,119,,96.49090173762707
100749,7,20,139,,96.49090173762707
100749,8,10,149,60.64124780415417,78.56607477089062
100749,9,21,170,,78.56607477089062
100749,10,18,188,,78.56607477089062
100749,11,17,205,,78.56607477089062
100749,12,16,221,98.9562701085465,85.36280655010925
100750,1,22,22,,
100750,2,14,36,,
100750,3,17,53,,
100750,4,21,74,55.57328388433436,55.57328388433436
100750,5,14,88,,55.57328388433436
100750,6,16,104,,55.57328388433436
100750,7,6,110,,55.57328388433436
100750,8,7,117,56.67546160315854,56.12437274374645
100750,9,3,120,,56.12437274374645
100750,10,9,129,,56.12437274374645
100750,11,3,132,,56.12437274374645
100750,12,6,138,61.467895165878375,57.90554688445709
100751,1,6,6,,
100751,2,12,18,,
100751,3,16,34,,
100751,4,8,42,55.84453654783221,55.84453654783221
100751,5,11,53,,55.84453654783221
100751,6,13,66,,55.84453654783221
100751,7,12,78,,55.84453654783221
100751,8,8,86,91.46691526793175,73.65572590788199
100751,9,14,100,,73.65572590788199
100751,10,9,109,,73.65572590788199
100751,11,13,122,,73.65572590788199
100751,12,15,137,62.4599924539246,69.92381475656286
100752,1,1,1,,
100752,2,1,2,,
100752,3,1,3,,
100752,4,2,5,15.802780912037713,15.802780912037713
100752,5,3,8,,15.802780912037713
100752,6,2,10,,15.802780912037713
100752,7,3,13,,15.802780912037713
100752,8,0,13,27.000423757405315,21.401602334721513
100752,9,1,14,,21.401602334721513
100752,10,0,14,,21.401602334721513
100752,11,0,14,,21.401602334721513
100752,12,0,14,29.08128504357857,23.9614965710072
100753,1,16,16,,
100753,2,18,34,,
100753,3,11,45,,
100753,4,9,54,75.16889403437169,75.16889403437169
100753,5,19,73,,75.16889403437169
100753,6,13,86,,75.16889403437169
100753,7,4,90,,75.16889403437169
100753,8,13,103,76.5229859498841,75.8459399921279
100753,9,12,115,,75.8459399921279
100753,10,15,130,,75.8459399921279
100753,11,18,148,,75.8459399921279
100753,12,10,158,67.18009169326258,72.95732389250612
100754,1,6,6,,
100754,2,12,18,,
100754,3,10,28,,
100754,4,8,36,49.29966074581381,49.29966074581381
100754,5,3,39,,49.29966074581381
100754,6,4,43,,49.29966074581381
100754,7,7,50,,49.29966074581381
100754,8,7,57,61.22354673852408,55.261603742168944
100754,9,2,59,,55.261603742168944
100754,10,4,63,,55.261603742168944
100754,11,2,65,,55.261603742168944
100754,12,2,67,35.820199081986345,48.78113552210808
100755,1,17,17,,
100755,2,16,33,,
100755,3,14,47,,
100755,4,6,53,60.97741791816804,60.97741791816804
100755,5,8,61,,60.97741791816804
100755,6,16,77,,60.97741791816804
100755,7,15,92,,60.97741791816804
100755,8,16,108,55.67447886790142,58.32594839303473
100755,9,14,122,,58.32594839303473
100755,10,15,137,,58.32594839303473
100755,11,6,143,,58.32594839303473
100755,12,17,160,67.6981662839226,61.45002102333069
100756,1,21,21,,
100756,2,13,34,,
100756,3,17,51,,
100756,4,18,69,54.482787021263604,54.482787021263604
100756,5,13,82,,54.482787021263604
100756,6,10,92,,54.482787021263604
100756,7,17,109,,54.482787021263604
100756,8,9,118,65.49255964053192,59.98767333089776
100756,9,13,131,,59.98767333089776
100756,10,15,146,,59.98767333089776
100756,11,19,165,,59.98767333089776
100756,12,5,170,55.82347790564659,58.599608189147375
100757,1,8,8,,
100757,2,11,19,,
100757,3,15,34,,
100757,4,7,41,56.349644750203026,56.349644750203026
100757,5,11,52,,56.349644750203026
100757,6,8,60,,56.349644750203026
100757,7,4,64,,56.349644750203026
100757,8,2,66,39.39657946190885,47.87311210605594
100757,9,2,68,,47.87311210605594
100757,10,2,70,,47.87311210605594
100757,11,2,72,,47.87311210605594
100757,12,1,73,48.39237613563672,48.0462001159162
100758,1,18,18,,
100758,2,22,40,,
100758,3,20,60,,
100758,4,17,77,54.51280698032724,54.51280698032724
100758,5,31,108,,54.51280698032724
100758,6,23,131,,54.51280698032724
100758,7,24,155,,54.51280698032724
100758,8,24,179,80.08194651527093,67.29737674779909
100758,9,15,194,,67.29737674779909
100758,10,18,212,,67.29737674779909
100758,11,11,223,,67.29737674779909
100758,12,20,243,77.15998134630013,70.5849116139661
100759,1,13,13,,
100759,2,20,33,,
100759,3,11,44,,
100759,4,12,56,32.118652355430086,32.118652355430086
100759,5,7,63,,32.118652355430086
100759,6,11,74,,32.118652355430086
100759,7,7,81,,32.118652355430086
100759,8,5,86,63.58832946019753,47.85349090781381
100759,9,1,87,,47.85349090781381
100759,10,4,91,,47.85349090781381
100759,11,5,96,,47.85349090781381
100759,12,3,99,43.70509776183832,46.470693192488646
100760,1,11,11,,
100760,2,17,28,,
100760,3,15,43,,
100760,4,10,53,57.12812711031472,57.12812711031472
100760,5,9,62,,57.12812711031472
100760,6,8,70,,57.12812711031472
100760,7,6,76,,57.12812711031472
100760,8,7,83,56.505178966200646,56.816653038257684
100760,9,5,88,,56.816653038257684
100760,10,3,91,,56.816653038257684
100760,11,3,94,,56.816653038257684
100760,12,1,95,48.43617350991701,54.02315986214413
100761,1,17,17,,
100761,2,12,29,,
100761,3,14,43,,
100761,4,18,61,74.6249683291851,74.6249683291851
100761,5,17,78,,74.6249683291851
100761,6,12,90,,74.6249683291851
100761,7,9,99,,74.6249683291851
100761,8,10,109,43.91825144197537,59.27160988558023
100761,9,7,116,,59.27160988558023
100761,10,5,121,,59.27160988558023
100761,11,3,124,,59.27160988558023
100761,12,0,124,74.37244211846428,64.30522062987491
100762,1,13,13,,
100762,2,24,37,,
100762,3,19,56,,
100762,4,15,71,79.41535131286872,79.41535131286872
100762,5,26,97,,79.41535131286872
100762,6,18,115,,79.41535131286872
100762,7,16,131,,79.41535131286872
100762,8,24,155,75.13193515919816,77.27364323603345
100762,9,19,174,,77.27364323603345
100762,10,13,187,,77.27364323603345
100762,11,22,209,,77.27364323603345
100762,12,20,229,69.90235416905234,74.81654688037308
100763,1,13,13,,
100763,2,14,27,,
100763,3,15,42,,
100763,4,9,51,66.96583593759674,66.96583593759674
100763,5,17,68,,66.96583593759674
100763,6,9,77,,66.96583593759674
100763,7,14,91,,66.96583593759674
100763,8,15,106,74.93318744659902,70.94951169209787
100763,9,21,127,,70.94951169209787
100763,10,16,143,,70.94951169209787
100763,11,18,161,,70.94951169209787
100763,12,10,171,60.62865668498295,67.50922668972623
100764,1,11,11,,
100764,2,8,19,,
100764,3,11,30,,
100764,4,19,49,80.99242346855094,80.99242346855094
100764,5,13,62,,80.99242346855094
100764,6,15,77,,80.99242346855094
100764,7,18,95,,80.99242346855094
100764,8,13,108,51.36279600464702,66.17760973659898
100764,9,15,123,,66.17760973659898
100764,10,14,137,,66.17760973659898
100764,11,6,143,,66.17760973659898
100764,12,18,161,65.61914995421782,65.99145647580526
100765,1,12,12,,
100765,2,16,28,,
100765,3,12,40,,
100765,4,20,60,94.1638629182862,94.1638629182862
100765,5,10,70,,94.1638629182862
100765,6,16,86,,94.1638629182862
100765,7,12,98,,94.1638629182862
100765,8,19,117,74.85284929923583,84.508356108761
100765,9,13,130,,84.508356108761
100765,10,20,150,,84.508356108761
100765,11,24,174,,84.508356108761
100765,12,15,189,54.73090059245592,74.58253760332597
100766,1,8,8,,
100766,2,2,10,,
100766,3,2,12,,
100766,4,5,17,59.7352850647375,59.7352850647375
100766,5,1,18,,59.7352850647375
100766,6,4,22,,59.7352850647375
100766,7,3,25,,59.7352850647375
100766,8,3,28,30.679661022325426,45.207473043531465
100766,9,1,29,,45.207473043531465
100766,10,3,32,,45.207473043531465
100766,11,0,32,,45.207473043531465
100766,12,0,32,66.08734954056462,52.16743187587585
100767,1,12,12,,
100767,2,13,25,,
100767,3,25,50,,
100767,4,18,68,64.2994684051761,64.2994684051761
100767,5,21,89,,64.2994684051761
100767,6,14,103,,64.2994684051761
100767,7,10,113,,64.2994684051761
100767,8,13,126,85.93071789839225,75.11509315178418
100767,9,24,150,,75.11509315178418
100767,10,12,162,,75.11509315178418
100767,11,20,182,,75.11509315178418
100767,12,25,207,79.83728059063367,76.68915563140068
100768,1,17,17,,
100768,2,16,33,,
100768,3,19,52,,
100768,4,14,66,47.63660012790117,47.63660012790117
100768,5,11,77,,47.63660012790117
100768,6,16,93,,47.63660012790117
100768,7,15,108,,47.63660012790117
100768,8,5,113,53.713445936023504,50.67502303196234
100768,9,6,119,,50.67502303196234
100768,10,5,124,,50.67502303196234
100768,11,3,127,,50.67502303196234
100768,12,3,130,51.5183014183546,50.95611582742643
100769,1,10,10,,
100769,2,9,19,,
100769,3,1,20,,
100769,4,4,24,68.34213549925636,68.34213549925636
100769,5,5,29,,68.34213549925636
100769,6,2,31,,68.34213549925636
100769,7,14,45,,68.34213549925636
100769,8,6,51,58.88751668512045,63.61482609218841
100769,9,2,53,,63.61482609218841
100769,10,7,60,,63.61482609218841
100769,11,7,67,,63.61482609218841
100769,12,10,77,57.91522975016797,61.71496064484827
100770,1,23,23,,
100770,2,25,48,,
100770,3,23,71,,
100770,4,19,90,82.68885562518041,82.68885562518041
100770,5,21,111,,82.68885562518041
100770,6,30,141,,82.68885562518041
100770,7,15,156,,82.68885562518041
100770,8,18,174,73.9851469284881,78.33700127683426
100770,9,23,197,,78.33700127683426
100770,10,28,225,,78.33700127683426
100770,11,25,250,,78.33700127683426
100770,12,21,271,56.38230637432554,71.01876964266468
100771,1,12,12,,
100771,2,7,19,,
100771,3,8,27,,
100771,4,11,38,51.3392901756734,51.3392901756734
100771,5,5,43,,51.3392901756734
100771,6,7,50,,51.3392901756734
100771,7,5,55,,51.3392901756734
100771,8,4,59,69.69685375852494,60.51807196709917
100771,9,5,64,,60.51807196709917
100771,10,1,65,,60.51807196709917
100771,11,2,67,,60.51807196709917
100771,12,2,69,59.229663999413994,60.088602644537445
100772,1,16,16,,
100772,2,13,29,,
100772,3,6,35,,
100772,4,20,55,71.97056379921315,71.97056379921315
100772,5,12,67,,71.97056379921315
100772,6,14,81,,71.97056379921315
100772,7,18,99,,71.97056379921315
100772,8,24,123,77.63805971470246,74.80431175695782
100772,9,18,141,,74.80431175695782
100772,10,12,153,,74.80431175695782
100772,11,16,169,,74.80431175695782
100772,12,18,187,72.46107826914395,74.02323392768653
100773,1,25,25,,
100773,2,20,45,,
100773,3,14,59,,
100773,4,20,79,100.0,100.0
100773,5,16,95,,100.0
100773,6,21,116,,100.0
100773,7,21,137,,100.0
100773,8,23,160,100.0,100.0
100773,9,28,188,,100.0
100773,10,20,208,,100.0
100773,11,25,233,,100.0
100773,12,15,248,100.0,100.0
100774,1,18,18,,
100774,2,20,38,,
100774,3,7,45,,
100774,4,17,62,100.0,100.0
